資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
28074,桃園航空城計畫附近地區第7場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28074,桃園航空城計畫附近地區第7場預備聽證會議實錄,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=db1b5a0c-a09c-4eda-bb1a-5e70c0c8d1ca&rid=b8a7e739-09a5-48aa-9c60-a57cbdeb22a2,PDF,Big5
28075,桃園市政府都市發展局104年度遊說法案件受理情形月報表,桃園市政府都市發展局,data.gov.tw/node/28075,年度、月份、受理案件,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5f761334-0319-4f18-ae9b-f14552f5172f&rid=589864f8-12d9-4ca0-a595-b8fae11c02c1,CSV,UTF-8
28076,桃園市各都市計畫-土地使用管制彙整表(1),桃園市政府都市發展局,data.gov.tw/node/28076,名稱都市計畫名稱土管規定建蔽率容積率、桃園市都市計畫、縱貫公路桃園內壢間都市計畫、中壢平鎮都市擴大修訂計畫、中壢龍岡地區都市計畫、中壢過嶺地區楊梅高榮地區新屋頭洲地區觀音富源地區主要計畫、平鎮山仔頂地區都市計畫、龍壽、迴龍地區都市計畫、南崁地區都市計畫、楊梅都市計畫、楊梅富岡豐野地區都市計畫、大溪鎮埔頂地區都市計畫、八德大湳地區都市計畫、八德八德地區都市計畫、龜山都市計畫、復興都市計畫,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e7dc69e4-e31e-43db-9703-57e81353b4dc&rid=74efda9b-bd1e-4fb8-bfe6-c96e97ef2d8c,CSV,UTF-8
28077,104年度桃園市都市設計審議委員第1審議會受理審議案件通過/未通過率,桃園市政府都市發展局,data.gov.tw/node/28077,開會次數、審議件數、通過件數、未通過件數、通過率百分比、未通過率百分比,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1f9054eb-f312-40b4-9f78-2e4d4ecde059&rid=e94f0002-97b7-42a5-9023-b504046ea303,CSV,UTF-8
28078,桃園市歷年住宅補貼受理情形統計表,桃園市政府都市發展局,data.gov.tw/node/28078,項目、租金補貼申請戶數 、租金補貼中央計畫戶數 、租金補貼核定戶數 、購屋貸款利息補貼申請戶數 、購屋貸款利息補貼 中央計畫戶數 、購屋貸款利息補貼 核定戶數 、修繕貸款利息補貼 申請戶數 、修繕貸款利息補貼 中央計畫戶數 、修繕貸款利息補貼 核定戶數 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6b510bb6-fbaa-41ee-baea-d3b8e526b974&rid=804f9191-a8f3-4ef3-9a8b-df4e9b0cca64,CSV,UTF-8
28079,桃園市容積移轉執行成果統計(折繳代金),桃園市政府都市發展局,data.gov.tw/node/28079,年度、案件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5a64f69f-36d0-4d39-baf2-794afd60bfe1&rid=8fd033b5-7be3-4283-9f2a-8608c2ff8347,CSV,UTF-8
28080,桃園航空城計畫機場園區第3場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28080,桃園航空城計畫機場園區第3場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgd2ZzUFB6RzdYSW8/view?usp=sharing,其他,UTF-8
28081,桃園航空城計畫機場園區第4場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28081,桃園航空城計畫機場園區第4場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgX0w3UHBQc3ZHbEE/view?usp=sharing,其他,UTF-8
28082,104年度桃園市都市設計審議委員第2審議會受理案件量,桃園市政府都市發展局,data.gov.tw/node/28082,開會次數、審議件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=231eb67a-682d-45e9-ae76-2c5cadb394b4&rid=dd04e963-ec33-4660-ab53-622b022da859,CSV,UTF-8
28083,桃園市各都市計畫人口發展概況表,桃園市政府都市發展局,data.gov.tw/node/28083,編號、都市計畫名稱、計畫人口(人)、現況人口(人)、現況占計畫人口比例(%),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=427743ba-4e4f-496a-8236-73707ad71086&rid=53fb5ba6-6c71-4431-8eb0-3d0d8b0ad1bc,CSV,UTF-8
28084,桃園市政府地方稅務局103年度稅務服務中心服務統計表,桃園市政府地方稅務局,data.gov.tw/node/28084,服務項目、件數、次數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7322c153-e80f-4ee6-a0ac-e8a5fcfac5a3&rid=eeaa54a5-97e1-4458-b83a-24ce48ae4407,CSV,UTF-8
28085,桃園市容積移轉申請案件核准移入容積量,桃園市政府都市發展局,data.gov.tw/node/28085,年度、核准移入容積,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5f273bb4-65a8-425d-a567-3756a0b90b50&rid=83cf9eaf-f1c3-42c6-bf8d-197f90b5a512,CSV,UTF-8
28086,桃園市各都市計畫-土地使用內容類型分析表,桃園市政府都市發展局,data.gov.tw/node/28086,編號、都市計畫名稱、住宅區面積公頃、住宅區比例、商業區面積公頃、商業區比例、工業區面積公頃、工業區比例、文教區面積公頃、文教區比例、農業區面積公頃、農業區比例、保護區面積公頃、保護區比例、河川區面積公頃、河川區比例、總使用分區面積公頃、總使用分區比例、,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8bd77a5f-8fbc-4132-a5d3-9c71e10b10ef&rid=6f926ceb-5de3-4503-a934-ff1a923aadd3,CSV,UTF-8
28087,桃園市各都市計畫-土地使用管制彙整表(2),桃園市政府都市發展局,data.gov.tw/node/28087,名稱都市計畫名稱土管規定建蔽率容積率、石門都市計畫、蘆竹大竹地區都市計畫、大園都市計畫、大園?林地區都市計畫、觀音都市計畫、觀音草漯地區都市計畫、觀音新坡地區都市計畫、新屋都市計畫、大溪都市計畫、變更高速公路中壢及內壢交流道附近特定區計畫、林口特定區都市計畫桃園、小烏來風景特定區計畫、巴陵達觀山風景特定計畫區、石門水庫水源特定區計畫、桃園航空貨運園區暨客運園區大園南港地區特定區計畫、高速鐵路桃園車站特定區計畫、高速公路楊梅交流道附近特定區計畫,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=97ba5b18-8612-462f-b265-d706240a7214&rid=f258ee32-b0f2-42a6-b34d-305b612bca1c,CSV,UTF-8
28088,桃園市第一屆市議員名錄,桃園市政府民政局,data.gov.tw/node/28088,選區姓名電話傳真通訊地址電子郵件信箱,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8cf91d82-5d5d-4291-8e4c-8e2d329119a2&rid=5da75a39-e3d8-4f99-a618-431a9bde6704,CSV,UTF-8
28089,桃園航空城計畫機場園區第12場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28089,桃園航空城計畫機場園區第12場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjga0Y3alVsbUJqZE0/view?usp=sharing,其他,UTF-8
28090,桃園市都市計畫容積移轉申請案件數,桃園市政府都市發展局,data.gov.tw/node/28090,年度、案件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7f232dff-bf87-4040-b6c9-b0dbf12512c2&rid=0d4a76f3-271d-46fd-bd65-ea1fbfc7ab66,CSV,UTF-8
28091,桃園航空城計畫機場園區第1場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28091,桃園航空城計畫機場園區第1場預備聽證會議實錄,https://drive.google.com/open?id=0B3LjAORzsBjgNE5YQU5GbHBEMlk,其他,UTF-8
28092,桃園市各都市計畫-公共設施開闢水準與保留地分析表,桃園市政府都市發展局,data.gov.tw/node/28092,編號、都市計畫名稱、計畫人口、公共設施面積(公頃)、計畫人均公設面積(㎡)、公設已開闢面積(公頃)、公設開闢率、公設已取得面積(公頃)、公設未取得面積(公頃)、公設保留地比例,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=bee0652f-7f26-48c3-9b97-f7837f4ff6a2&rid=9aa8586a-744e-41c1-9233-07f2dde17ed3,CSV,UTF-8
28093,桃園市各都市計畫-圖資重置辦理情形彙整表,桃園市政府都市發展局,data.gov.tw/node/28093,編號、都市計畫名稱、計畫圖重製與數值化辦理情形已完成、計畫圖重製與數值化辦理情形重製辦理中、計畫圖重製與數值化辦理情形數值化辦理中/已完成、計畫圖重製與數值化辦理情形未辦理、比例尺、座標系統,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3864f30e-cbfc-4b44-b2b9-e81ef60ccee2&rid=ee188188-1a2d-44c3-a340-798dec4b317a,CSV,UTF-8
28094,桃園市99-101年地價稅累進起點地價及課稅級距表,桃園市政府地方稅務局,data.gov.tw/node/28094,級距、基準地價、累進差額、稅率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8592ac83-45a9-4a7e-ac7a-a8b1562fcd67&rid=02c45d7f-cd47-4611-8c7b-e742c4fd854d,CSV,Big5
28095,桃園市各都市計畫-土地使用內容概要統計表,桃園市政府都市發展局,data.gov.tw/node/28095,編號、都市計畫名稱、土地使用分區面積_公頃、公共設施用地面積(公頃)、計畫總面積(公頃)、都市發展用地、都市發展用地佔都市計畫總面積之比例,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f16e7689-4b96-416f-8993-9564c246891e&rid=3f5ac15b-d8b4-43f7-936e-0ad15e834757,CSV,UTF-8
28096,99年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,桃園市政府地方稅務局,data.gov.tw/node/28096,稅目別、截至本月底止累計實徵數、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、累計實徵淨額與同期分配預算數比較、累計實徵淨額與上年同期比較,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=477c1015-69bf-4651-8e4a-6658aef6c73d&rid=6a5a865f-9b86-499e-a3d5-5f344de6506c,CSV,Big5
28097,桃園市都市計畫樁位成果公告數,桃園市政府都市發展局,data.gov.tw/node/28097,地區、100、101、102、103、104,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d418f5c5-cf83-4e12-b387-33bc46de5e99&rid=67461e7e-0d7c-4c95-a5d9-a80d6e0085ba,CSV,UTF-8
28098,101年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,桃園市政府地方稅務局,data.gov.tw/node/28098,稅目別、截至本月底止累計實徵數、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、累計實徵淨額與同期分配預算數比較、累計實徵淨額與上年同期比較,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a8794af8-c884-4d34-baa9-1713cea2d880&rid=2586b960-e8c2-451c-98de-934e4437266f,CSV,Big5
28099,桃園市都市計畫土地使用分區證明書申請方式統計,桃園市政府都市發展局,data.gov.tw/node/28099,年度、臨櫃、線上、便利商店、總計,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=bed4f462-8278-4752-9c8d-3f188b707059&rid=f2c4ec6b-727b-48cc-b5c0-6ddd9da363a8,CSV,UTF-8
28100,桃園市各都市計畫-公共設施總面積比例分析表,桃園市政府都市發展局,data.gov.tw/node/28100,編號、都市計畫名稱、公共設施面積公頃、公共設施占計畫區面積之比例、公設占都市發展用地面積比例,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3a7573ca-9b49-44f7-b191-e5715ac8afab&rid=1318f083-5e98-469c-a677-60272105b4ef,CSV,UTF-8
28101,桃園航空城計畫機場園區第6場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28101,桃園航空城計畫機場園區第6場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgWjA3aUdPamNOS2c/view?usp=sharing,其他,UTF-8
28103,桃園市都市計畫土地使用分區證明書申請件數,桃園市政府都市發展局,data.gov.tw/node/28103,年度、申請案件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d68380ce-0ccb-4c3b-8640-67816b8aaf05&rid=eb2162b2-31df-41eb-b7b9-b53a00f4dd35,CSV,UTF-8
28104,桃園航空城計畫附近地區第10場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28104,桃園航空城計畫附近地區第10場預備聽證會議實錄,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=64768ec5-4cbc-4885-8fa9-246d4434b49e&rid=0b760e5b-d401-40af-91e7-57173f60d430,PDF,Big5
28105,桃園市政府都市發展局104年度國家賠償月報表,桃園市政府都市發展局,data.gov.tw/node/28105,年度、月份、新收請求案件,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b613892a-f928-4f22-be61-169471bf6170&rid=af33b37f-c8a9-4768-9690-cfcb4335b4aa,CSV,UTF-8
28106,桃園市容積移轉送出基地統計,桃園市政府都市發展局,data.gov.tw/node/28106,年度、道路、公園、兒童遊樂場、綠地綠帶、學校、停車場、圳渠溝渠,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1cc308eb-27da-4e1a-8fad-642ec83f4cd3&rid=5f60e79b-6f88-4234-a296-4731271d598e,CSV,UTF-8
28107,桃園航空城計畫機場園區第2場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28107,桃園航空城計畫機場園區第2場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgSVNZb0tQMk1WMDQ/view?usp=sharing,其他,UTF-8
28108,桃園市103年度建築物公共安全檢查申報數量,桃園市政府都市發展局,data.gov.tw/node/28108,月份、申報件數、符合件數、審查未完成,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ddcbfb09-ffee-4fae-a804-2f1d23df05a1&rid=bf31f70d-f8de-44d5-810c-9d5ca4f5423f,CSV,UTF-8
28109,桃園市政府都市發展104年電子化會議統計表(以桃園市政府都市發展局名義召開),桃園市政府都市發展局,data.gov.tw/node/28109,月份、開會場次、電子化會議場次、比率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=31fd6eb1-dec2-4da8-ad94-561dfa7816d5&rid=1ebb4bac-79f7-4bbc-b4d8-7c2bc559e1c1,CSV,UTF-8
28110,桃園航空城計畫機場園區預備聽證會議總結報告,桃園市政府地政局,data.gov.tw/node/28110,桃園航空城計畫機場園區預備聽證會議總結報告,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c258b6b8-52b5-4745-b87f-169be2cbe118&rid=f77f8fcb-cbde-4739-8d45-2e8939aba745,PDF,Big5
28111,桃園航空城計畫機場園區第8場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28111,桃園航空城計畫機場園區第8場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgck8xdU45SmNuaWc/view?usp=sharing,其他,UTF-8
28112,桃園市容積移轉執行成果統計(公共設施保留地),桃園市政府都市發展局,data.gov.tw/node/28112, 年度 、 取得公共設施總面積 、 取得公共設施價值 ,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c2a77519-22fd-48d4-b026-d234aa954c15&rid=edd89c35-5c13-48e1-b5ba-9b987c30c396,CSV,UTF-8
28113,桃園市政府都市發展局104年電子化會議統計表(以桃園市政府名義召開),桃園市政府都市發展局,data.gov.tw/node/28113,月份、開會場次、電子化會議場次、比率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=68be6be4-c25c-4466-8512-973f02afca57&rid=18b37c27-1e5f-4d14-bf01-a728f9bf5fbe,CSV,UTF-8
28114,桃園市103年度建築物公共安全檢查稽查數量,桃園市政府都市發展局,data.gov.tw/node/28114,月份、檢查件數、不合格家數含違建、罰鍰件數、斷水斷電件數、限期改善列管複查件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=e9e39de8-de8a-4d4a-aa2b-d0be1ae57287&rid=63aa253c-aed6-4466-a36f-ba025f7ceb25,CSV,UTF-8
28115,桃園航空城計畫機場園區第11場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28115,桃園航空城計畫機場園區第11場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgcWtYdlRZUExJVnM/view?usp=sharing,其他,UTF-8
28116,桃園市各都市計畫-定位彙整表,桃園市政府都市發展局,data.gov.tw/node/28116,編號、都市計畫名稱、定位願景,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b2dcc2bc-4732-4bcf-8dcd-ba2abd775d0e&rid=b69cb42b-3d1f-4664-a572-456391a283b2,CSV,UTF-8
28117,104年度桃園市都市設計審議委員第2審議會受理審議案件通過/未通過率,桃園市政府都市發展局,data.gov.tw/node/28117,開會次數、審議件數、通過件數、未通過件數、通過率(%)、未通過率(%),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=27855a32-129a-46e8-8707-151ed1d2c828&rid=15664244-af7e-4dfd-8117-01f28e278da8,CSV,UTF-8
28118,桃園市各都市計畫-細部計畫擬定情形彙整表,桃園市政府都市發展局,data.gov.tw/node/28118,都市計畫名稱、(細部計畫類型)配合主要計畫全區或都市發展用地擬定、(細部計畫類型)配合主要計畫個案變更而擬定,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2b8aa6b9-b5ce-4410-a6ed-7248cb3045f8&rid=fb05b587-6ec8-4b8c-ad1e-f5f65eecbeda,CSV,UTF-8
28119,103年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,桃園市政府地方稅務局,data.gov.tw/node/28119,稅目別、截至本月底止累計實徵數、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、累計實徵淨額與同期分配預算數比較、累計實徵淨額與上年同期比較,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b3e7aeee-f087-42bc-b8e8-f61d419961e5&rid=3a602150-17a8-43c7-b647-1087e1c52dd3,CSV,Big5
28120,桃園航空城計畫機場園區第5場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28120,桃園航空城計畫機場園區第5場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgejZMMTR6c1F5SHM/view?usp=sharing,其他,UTF-8
28121,桃園市各都市計畫-五項公共設施檢討表,桃園市政府都市發展局,data.gov.tw/node/28121,編號、都市計畫名稱、計畫面積(公頃)、計畫人口、公園面積(公頃)、體育場所面積(公頃)、綠地面積(公頃)、廣場面積(公頃)、兒童遊樂場面積(公頃)、五項公設總面積(公頃)、五項公設占計畫面積比例、人均五項公設面積(m2),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d8ece396-83d5-461c-a644-db3c70a0ed8a&rid=1fd29f8c-15c8-42f3-bb5c-03260d2d7c0d,CSV,UTF-8
28122,桃園市交通違規取締統計,桃園市政府警察局,data.gov.tw/node/28122,"1.年度：交通違規取締統計年度。
2.月份：交通違規取締統計月份。
3.舉發種類：交通違規取締種類。
4.適用條例：交通違規取締適用條例。
5.車種：分汽車、重型機車(250CC以上)、機車等。
6.舉發方式：分逕行舉發及攔停等。
7.件數：交通違規取締統計件數。",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b0a3c957-099a-40d7-8f7e-c15fc00260f3&rid=b3bc56ba-fce4-478a-a618-559e55205807,CSV,Big5
28123,104年度桃園市住宅諮詢審議委員會,桃園市政府都市發展局,data.gov.tw/node/28123,序次、職稱、姓名、性別、現職/經歷、備註,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=69f72a92-f956-4121-997d-f47a6e6d2c0f&rid=191633d4-1895-457b-b090-e6089542ad9f,CSV,UTF-8
28124,桃園市102-104年地價稅累進起點地價及課稅級距表,桃園市政府地方稅務局,data.gov.tw/node/28124,級距、基準地價、累進差額、稅率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f89acbc9-c106-4d64-933b-2cf5da155066&rid=50024ff0-8c5d-45cb-9b47-21f2968c929d,CSV,Big5
28125,102年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,桃園市政府地方稅務局,data.gov.tw/node/28125,稅目別、截至本月底止累計實徵數、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、累計實徵淨額與同期分配預算數比較、累計實徵淨額與上年同期比較,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=037429a8-d28a-4879-a47f-dea849ed49cf&rid=41530034-148f-4a07-902b-d67e318f954d,CSV,Big5
28126,桃園航空城計畫附近地區第8場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28126,桃園航空城計畫附近地區第8場預備聽證會議實錄,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=76390466-7e57-417b-b898-c44603092ae6&rid=dc26659d-78e1-4487-81b0-0d888beffb5c,PDF,Big5
28127,100年桃園市各項稅捐實徵淨額與預算數及上年同期比較-累計數,桃園市政府地方稅務局,data.gov.tw/node/28127,稅目別、截至本月底止累計實徵數、截至本月底止累計退還以前年度歲入款、截至本月底止累計實徵淨額、累計實徵淨額與全年預算數比較、累計實徵淨額與同期分配預算數比較、累計實徵淨額與上年同期比較,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c1fbce7a-3fda-4923-a823-9e58051179c2&rid=c65e6c85-dc94-4e61-9ac7-542d0b7a07f8,CSV,Big5
28128,桃園市104年度各月公寓大廈管理組織報備數量,桃園市政府都市發展局,data.gov.tw/node/28128,月份、報備件數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=43cc17fc-42a4-409e-bc94-b75c794cfd89&rid=546147f3-4433-4217-84c3-035ce69e5149,CSV,UTF-8
28129,桃園市休閒牧場,桃園市政府農業局,data.gov.tw/node/28129,地址(地址) 、負責人(負責人) 、聯絡電話(聯絡電話) 、經營種類(經營種類) 、牧場面積(牧場面積),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=51e24172-8da3-4ec6-9aff-6ec85116ee92&rid=2d28422c-7959-4d4a-ad7f-1dcc4ae3b10f,CSV,UTF-8
28130,104年度桃園市都市更新及爭議處理審議委員會,桃園市政府都市發展局,data.gov.tw/node/28130,序次、職稱、姓名、性別、現職/經歷、備註,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5d6bdd55-287a-4bdc-8005-93bfd9192064&rid=7b70a309-3290-453d-91c4-cd97c7324437,CSV,UTF-8
28131,桃園航空城計畫附近地區第9場預備聽證會議實錄,桃園市政府地政局,data.gov.tw/node/28131,桃園航空城計畫附近地區第9場預備聽證會議實錄,https://drive.google.com/file/d/0B3LjAORzsBjgOWsyTFdOS21QU1U/view?usp=sharing,其他,UTF-8
28132,桃園市33處都市計畫整併方式綜整表,桃園市政府都市發展局,data.gov.tw/node/28132,都市計畫名稱、原計畫定位與願景、整併方式,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d2abd61b-fcce-4ace-b8fe-b71c95b368d2&rid=46c5d937-736f-4109-afd3-ed7f2f22fcc1,CSV,UTF-8
28133,桃園航空城計畫附近地區預備聽證總結報告,桃園市政府地政局,data.gov.tw/node/28133,桃園航空城計畫附近地區預備聽證總結報告,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d42cc634-b551-4416-aae2-e112d87b1964&rid=a364c2f7-7e09-484c-b876-773c9d893be0,PDF,Big5
28225,桃園中壢區公所103年路燈維修資料,桃園市政府工務局,data.gov.tw/node/28225,"流水號,流水號路燈,報修日期,民眾路燈編號,區域,里,損壞概況,報修地點,報修來源,廠商路燈編號,損壞地點,故障情形",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=77ac9dfd-58fa-4079-9e60-d115f3e8c6a1&rid=e6ee105e-b096-46fd-be59-a00aff933bbe,CSV,UTF-8
28226,桃園中壢區公所102年路燈維修資料,桃園市政府工務局,data.gov.tw/node/28226,"流水號,流水號路燈,報修日期,民眾路燈編號,區域,里,損壞概況,報修地點,報修來源,廠商路燈編號,損壞地點,故障情形",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7de178d4-fecb-4977-8b80-9c0720d6b536&rid=7171601f-dc8e-49a4-a723-93d2ff8da5d6,CSV,UTF-8
28227,桃園市各都市計畫區土地使用發展現況統計表,桃園市政府都市發展局,data.gov.tw/node/28227,都市計畫名稱、都市計畫區面積、都市發展用地總計計畫面積公頃、都市發展用地總計比例百分比、都市發展用地住宅區計畫面積公頃、都市發展用地住宅區比例百分比、都市發展用地商業區計畫面積公頃、都市發展用地商業區比例百分比、都市發展用地工業區計畫面積公頃、都市發展用地工業區比例百分比、都市發展用地其他分區計畫面積公頃、都市發展用地其他分區比例百分比、都市發展用地公共設施用地計畫面積公頃、都市發展用地公共設施用地比例百分比、非都市發展用地計畫面積公頃、非都市發展用地比例百分比,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=02f782c6-b200-4f14-a5d6-24f940e85939&rid=7823a909-489a-45d5-b362-46c390badc27,CSV,UTF-8
28228,桃園公共自行車即時服務資料,桃園市政府交通局,data.gov.tw/node/28228,"""sno""：站點代號,""sna""：場站名稱(中文),""tot""：場站總停車格,""sbi""：場站目前車輛數量,""sarea""：場站區域(中文),""mday""：資料更新時間,""lat""：緯度,""lng""：經度,""ar""：地址(中文),""sareaen""：場站區域(英文),""snaen""：場站名稱(英文),""aren""：地址(英文),""bemp""：空站數量(可還車位數),""act""：全站禁用狀態(場站暫停營運)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5ca2bfc7-9ace-4719-88ae-4034b9a5a55c&rid=a1b4714b-3b75-4ff8-a8f2-cc377e4eaa0f,JSON,UTF-8
28229,桃園中壢區公所104年路燈維修資料,桃園市政府工務局,data.gov.tw/node/28229,"流水號,流水號路燈,報修日期,民眾路燈編號,區域,里,損壞概況,報修地點,報修來源,廠商路燈編號,損壞地點,故障情形",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3941387e-a5fd-4c32-a22e-634716f2d2f9&rid=ff143a03-a5a6-404b-8b18-fc0331b6085b,CSV,UTF-8
28231,桃園中壢區公所路燈資料,桃園市政府工務局,data.gov.tw/node/28231,"流水號,編號,區域,里,路街,位置,類型,方向,燈別,瓦數,isOldId,X,Y,燈桿形式,高度",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=28766ebf-fdcb-482e-ace7-659d38ffcb3f&rid=5f499a67-3cfc-4c62-aad1-2b56b83921a5,CSV,UTF-8
28232,桃園市各都市計畫-公共設施類型分析表,桃園市政府都市發展局,data.gov.tw/node/28232,編號、都市計畫名稱、休閒遊憩類面積公頃、休閒遊憩類比例、服務類面積公頃、服務類比例、文教類面積公頃、文教類比例、公用事業纇面積公頃、公用事業纇比例、交通運輸類面積公頃、交通運輸類比例、鄰避類面積公頃、鄰避類比例、其他面積公頃、其他比例、所有公共設施面積公頃、所有公共設施比例,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a6ac9c77-479f-4713-b860-a6b9a9c9c9ad&rid=068b83b3-f4d2-4a56-a8ad-6a8e04b1a5fe,CSV,UTF-8
28233,104年度桃園市都市設計審議委員第1審議會受理案件量,桃園市政府都市發展局,data.gov.tw/node/28233,開會次數、審議次數,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=abd9dce4-9b96-4012-9648-7e4004a59595&rid=f8c8ef1e-10d3-49d1-a6c3-47f15b8be10a,CSV,UTF-8
28234,桃園市各都市計畫-通盤檢討辦理情形彙整表,桃園市政府都市發展局,data.gov.tw/node/28234,編號、都市計畫名稱、歷次通盤檢討公告實施日期原計畫、歷次通盤檢討公告實施日期一通、歷次通盤檢討公告實施日期二通、歷次通盤檢討公告實施日期三通、歷次通盤檢討公告實施日期四通,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=eb877d59-c060-4f48-b9cc-75b2f6ca4233&rid=64d8c8f7-bad0-442e-9415-5e196ea41c15,CSV,UTF-8
