資料集Id,資料集名稱,資料集提供機關名稱,資料集連結,主要欄位說明,資料資源下載連結,資料資源檔案格式,metadata文字編碼
25958,桃園市立案公私立幼兒園名冊,桃園市政府教育局,data.gov.tw/node/25958,桃園市立案公私立幼兒園名冊(可查詢幼兒園名稱、聯絡電話及地址),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=3179560b-4802-4923-bbe5-471460a649c8&rid=8542f748-4966-4af9-9a08-fbc69224fdd4,CSV,UTF-8
25959,地下水質監測,桃園市政府環境保護局,data.gov.tw/node/25959,分析項目、地點,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=303540d7-37a9-4d34-96ef-5d0958297926&rid=7325f231-da6b-4bb2-b9df-b9dc97aceebc,CSV,Big5
25960,桃園市客家認證餐廳,桃園市政府客家事務局,data.gov.tw/node/25960,"編號,餐廳名稱",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=894f879b-e543-43dc-942f-4a3a712f1cf8&rid=697d60f8-44ca-484e-8831-58fba61ba9d6,CSV,UTF-8
25961,桃園市政府104年度消費爭議申訴案暨調解案件類型分析,桃園市政府法務局,data.gov.tw/node/25961,"食品
健康食品
藥品
醫療器材
化粧品
菸酒
農產品
飲用水
能源產品
房屋
車輛
電器及周邊產品
通訊及周邊產品
電腦及周邊產品
相機及周邊產品
攝影機及周邊產品
玩具及遊戲軟體
服飾皮件及鞋類
運動健身器材
文教用品
出版品
禮券
殯葬設施
商品-其他
商品-小計
金融
保險
電信
旅遊
住宿
遊樂園
運輸
停車場
社服
坐月子
瘦身美容
健身
補習
遊學
殯葬服務及生前契約
移民
不動產經紀
就業服務及職業訓練
線上遊戲
有線電視
婚紗攝影
室內設計及裝修
保全
徵信
婚姻仲介
搬家
清潔服務
醫療
服務-其他
服務-小計
總計
單位為件數
",http://1950.tycg.gov.tw/news/down/list.asp,其他,UTF-8
25962,桃園市合法農場,桃園市政府農業局,data.gov.tw/node/25962,場名、電話、負責人姓名、場址、場地面積、農作物種類,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=6bad8ead-e7de-45c2-a097-6e4db4a8a3f3&rid=0a88c6b1-e1f3-4512-b09d-f4600bd7768f,CSV,UTF-8
25963,桃園市人口統計,桃園市政府民政局,data.gov.tw/node/25963,1.桃園市各區現住戶口統計表：區域別、村里數、鄰數、戶數、全市現住人口數、區域人口數、原住民人口數。2.出生數統計表：區域別、性別、月份、總計。3.死亡數統計表：區域別、性別、月份、總計。4.結婚對數：區域別、月份、總計。5.離婚對數：區域別、月份、總計。6.遷入人數統計表：區域別、性別、月份、總計。7.遷出人數統計表：區域別、性別、月份、總計。8.人口年齡層統計表：區域別、性別、總計、各年齡層。9.原住民人口數按性別原住民身分及族別分：區域別、性別、總計、各族別。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5decd03c-bed1-4970-a369-112c8e3e5a2d&rid=eda1e26b-6927-460d-a008-8abaf0d57137,CSV,UTF-8
25964,桃園市查獲非法槍彈刀械,桃園市政府警察局,data.gov.tw/node/25964,"時間	槍彈	種類	數量
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=c9f75d44-e13f-4d3f-a810-d3700cf2b4d6&rid=c6eab872-96fc-44ce-9dd5-82239f1f637b,CSV,Big5
25965,桃園市內觀光夜市,桃園市政府經濟發展局,data.gov.tw/node/25965,"各區	觀光夜市名稱	管理員聯絡電話	地址	總攤數	夜市介紹	特色說明	休市日",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0bd2cf36-7540-416b-911c-1ee3216fd79a&rid=b7c694ad-cb2d-4cab-8be3-450355b41a23,CSV,UTF-8
25966,桃園市消防栓,桃園市政府工務局,data.gov.tw/node/25966,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/b329524827214374978671db56aa7fc4_1.csv,其他,UTF-8
25967,桃園市政府105年7月查核案件分級管制一覽表,桃園市政府政風處,data.gov.tw/node/25967,"編號,工程名稱,主辦單位,監造單位,承攬廠商,發包預算,契約金額,查核日期,通知方式,評分,廠商扣點,監造扣點,PCM扣點,備註",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=96c530b1-52c3-4b70-a014-0b44a8f3e605&rid=03a21223-faa1-428c-a006-c19333696435,XLSX,UTF-8
25968,桃園市人民團體名冊,桃園市政府社會局,data.gov.tw/node/25968,人民團體編號、社團類別、團體名稱、成立日期、理事長、會址、通訊地址、電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=d762a94b-481f-4c3f-bc50-69dc627c49ee&rid=7b347f03-9015-41d3-b0ce-ee51e259b55e,CSV,UTF-8
25969,桃園市有線廣播電視系統經營者,桃園市政府新聞處,data.gov.tw/node/25969,業者名稱、營業範圍、營業住址、電話及傳真,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=403d421e-7cc2-4052-b163-33aa7296434d&rid=daf4412f-8975-4e6b-99c5-08914de5c8a9,CSV,UTF-8
25970,空品淨化區資訊,桃園市政府環境保護局,data.gov.tw/node/25970,坐落位置、維護管理單位、環保公園名稱、面積,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=901977f2-1233-433f-b3ff-8ff3c6851c64&rid=97404156-ae2b-4518-8882-f01187e9afad,CSV,UTF-8
25971,桃園市居家護理所一覽表,桃園市政府衛生局,data.gov.tw/node/25971,"""區域(機構所轄區域)機構名稱(機構設立名稱)地址(機構設立地址)負責人(機構設立負責人)連絡電話(機構連絡電話)103年督考成績(103年度本局辦理督導考核之成績)""",http://taoyuan.esritw.opendata.arcgis.com/datasets/699688b307704ec5af073ccb56306c4f_24.csv,其他,UTF-8
25972,桃園市雨水系統管線,桃園市政府工務局,data.gov.tw/node/25972,"管線編號,管線用途,管線長度",http://taoyuan.esritw.opendata.arcgis.com/datasets/0a5e16abf003415eaa737adf97377d99_7.csv,其他,UTF-8
25973,桃園市政府社會局各家庭服務中心,桃園市政府社會局,data.gov.tw/node/25973,中心名稱、電話、地址、服務區域、服務內容、服務對象,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=847ed6da-5bf8-410c-93a8-e1ae6e215ff8&rid=cb3ee352-8650-41f0-9884-6c6f5ac3b02e,XLSX,UTF-8
25974,桃園工廠排放即時監測數據,桃園市政府環境保護局,data.gov.tw/node/25974,"Cno(中文廠名),DP_NO(煙囪編號),ITEM(中文測項),M_year(年),M_month(月),M_day(日),M_time(時),M_Val(測值),Code2(中文狀態)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=5a17deb8-eb08-45a0-98e9-199e53ea7a61&rid=28bc4efa-a1c3-4d2e-8705-2010237b82ed,XML,UTF-8
25975,桃園市警察服務據點,桃園市政府警察局,data.gov.tw/node/25975,單位、地址、電話、經度、緯度,http://taoyuan.esritw.opendata.arcgis.com/datasets/9844b93e91e64a58a00c561ca3cb6146_20.kml,其他,UTF-8
25976,桃園市公文時效統計表(一般公文),桃園市政府研究發展考核委員會,data.gov.tw/node/25976,"本月份新收件數,截至上月待辦件數,本月創稿數,6日以內辦結(發文統計),7日至30日(含)辦結(發文統計),30日以上辦結(發文統計),存查件數,辦結公文合計,發文平均使用日數,存查平均使用日數,所有公文使用日數,待辦公文件數(待辦公文統計),未逾辦理期限待辦件數(待辦公文統計),,當月已逾辦理期限(待辦公文統計),累計已逾辦理期限件數(待辦公文統計),",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=46f380ab-ffc4-434a-9aad-20d2d2b32255&rid=17a319be-5397-4d9c-ad7a-899f3f7dbe4b,XLSX,Big5
25977,桃園市公共債務統計表,桃園市政府財政局,data.gov.tw/node/25977,"更新年月,1年以上債務未償餘額,短期債務未償餘額,平均每人負債金額,自償性債務未償餘額(含非營業特種基金)。",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=94945c34-cbac-4d22-bec2-c0e027e7499f&rid=32f83756-29c9-4b93-8ed2-f1048c273671,CSV,Big5
25978,桃園市一般電信系統人手孔,桃園市政府工務局,data.gov.tw/node/25978,"資料庫代碼,開關閥編號,位置X 坐標,位置Y 坐標",http://taoyuan.esritw.opendata.arcgis.com/datasets/6407fdf06a564e70b328b62f5e8dd8f4_12.csv,其他,UTF-8
25979,桃園市動保園區入園公告,桃園市政府農業局,data.gov.tw/node/25979,入園公告,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=7c9eafac-7c26-461c-8b21-6e725957d270&rid=28892ee2-f53f-4687-bb13-022a8cf27422,XLS,UTF-8
25980,桃園市自來水承裝業業者名單,桃園市政府經濟發展局,data.gov.tw/node/25980,序號 No.、承裝商名稱 Company Name、營業地址 Address、等級 Level、許可證字號 Licence Number,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=34fc32fc-fd25-40a4-8995-991e2fbe5338&rid=3c05f40c-66c0-4984-8387-ae2afc9aea13,CSV,UTF-8
25981,修惜站(巨大傢俱再生)資訊,桃園市政府環境保護局,data.gov.tw/node/25981,主要欄位以中文名稱：「修惜站名稱」及「簡介」呈現,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=dfc3e308-42fb-454e-ab8b-5eeca4d23462&rid=7fc44fda-5b86-4cf0-a9bc-2f438fbbac29,CSV,UTF-8
25982,桃園市身心障礙者社區資源及生活重建中心,桃園市政府社會局,data.gov.tw/node/25982,分區中心名稱、負責區域、地址、電話、委託單位、服務對象、服務內容,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0d42d186-7b2e-42f8-b182-8cbd6c1552a7&rid=29da4b8a-f2aa-4b11-a8a4-c7c603910af3,CSV,UTF-8
25983,桃園市政府藝文設施管理中心藝文活動,桃園市政府文化局,data.gov.tw/node/25983,日期（活動表演日期）時間（活動表演時間）地點（活動表演地點）活動名稱（活動表演名稱）,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=f1121a5a-2b64-4061-9da9-3943e14b37df&rid=13f69bae-2def-4722-826f-b048a8fdeab6,XML,UTF-8
25984,桃園市視障按摩院所及按摩小站(駐點),桃園市政府勞動局,data.gov.tw/node/25984,名稱.地址.營業時間.電話.負責人,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=db5caa08-3e83-4834-a8bd-7ca690044539&rid=d1ec4f2b-e176-4c29-8a5d-11550a2341fb,CSV,Big5
25985,桃園市機動車輛分類統計,桃園市政府警察局,data.gov.tw/node/25985,"1.年度：統計機動車輛之年度。
2.車種：登記之機動車輛種類。
3.輛數：機動車輛統計數量。
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=42858a6b-def9-43fc-ad6a-ca8748909d63&rid=fa30294e-e2bf-4c40-b8fc-7811b7a20ebc,CSV,Big5
25986,桃園市公園管理,桃園市政府工務局,data.gov.tw/node/25986,項次 公共設施名稱/工程名稱 位置 面積（公頃） 管理單位/施工單位 施工期程,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8710e913-2fc4-4b8f-a5ef-5f6ccaf15b7a&rid=8798b5b0-df3a-4efd-a6f6-d77c66c2afbc,CSV,UTF-8
25987,桃園市境界,桃園市政府警察局,data.gov.tw/node/25987,"方位別	地點	Latitude	Longitude

 ",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=b9374a0b-b661-4237-adf3-e8eed391ddf6&rid=b154c3f6-f3c8-47c3-b502-e6b619ec204b,CSV,Big5
25988,商業登記異動表,桃園市政府經濟發展局,data.gov.tw/node/25988,"行業別	上月底現有家數	新設立	增資	減資	歇業	遷入	遷出	行業變動	異動調整	本月底現有家數	上月底資本總額	新設立	增資	減資	歇業	遷入	遷出	行業變動	異動調整	本月底資本總額	",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=187fe017-2a86-4776-a873-ce01c54443ef&rid=04894d09-2f87-412d-9010-6b06db16199f,CSV,UTF-8
25989,桃園市三合一工業園區廠商名錄,桃園市政府經濟發展局,data.gov.tw/node/25989,名稱，電話，傳真，地址，地號，用地總面積，營運狀態,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=16b2899d-8da5-42e2-b24b-95a5ff6bf8cc&rid=9a29c44e-2e9b-4577-aa14-ce929f5ae671,CSV,UTF-8
25990,電動機車停車場（位）資訊,桃園市政府環境保護局,data.gov.tw/node/25990,"位置、停車格數、使用格數、使用率、費用
",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a0ad7ad9-895e-4e37-be2c-02ce0417d841&rid=29fb7e79-f029-4577-952c-4d7361a5780b,CSV,UTF-8
25991,桃園市公務出國報告,桃園市政府研究發展考核委員會,data.gov.tw/node/25991,提供資料欄位名稱：計畫名稱 、計畫主辦機關、前往地區、出國類別、出國期間、報告日期、主題分類、施政分類、關鍵詞、報告書頁數、報告內容摘要。,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=0079cd32-4e5f-49ea-97a8-f9ce1aa7333d&rid=0d82bf37-55da-4945-8a8b-66b0e9857c09,XLS,UTF-8
25992,桃園市房屋街道等級調整率表,桃園市政府地方稅務局,data.gov.tw/node/25992,行政區、里代號、地區範圍、街路名稱、地段率,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=64b5d7be-68c9-4c3b-a1b0-dcf9caa96219&rid=1d1bb12a-c2d5-4acf-9331-6e91ce3e580f,CSV,UTF-8
25993,105年度桃園市母嬰親善醫療院所名單,桃園市政府衛生局,data.gov.tw/node/25993,母嬰親善醫療院所名單及年限,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=741f7dd1-1aa9-48dc-8acc-b38adf7b947d&rid=32b360b3-390b-4e21-88db-e3bdbca36b5f,CSV,UTF-8
25994,桃園市發展遲緩兒童通報轉介中心,桃園市政府社會局,data.gov.tw/node/25994,中心名稱、委辦單位、服務區、服務內容、服務對象、服務時間,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=33106893-0341-48b8-8a02-d54c050c1f22&rid=36eb42b9-dc43-4c75-9882-775727b09b82,CSV,UTF-8
25995,環境教育機構(桃園市),桃園市政府環境保護局,data.gov.tw/node/25995,環境教育機構聯絡資訊,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=2333468c-499e-4f78-b2dc-c00ba695cce5&rid=167d5a4e-a0b7-478c-b8b0-ad2a79599164,CSV,UTF-8
25996,桃園市國民中學學區資訊,桃園市政府教育局,data.gov.tw/node/25996,桃園市國民中學學區(行政區、學校名稱、學區、聯絡電話),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=62ab63ff-ffb3-4b0d-bdf6-51e83bb64705&rid=917b4d57-cebb-453b-b7ae-1f3bd03bf06d,CSV,UTF-8
25997,桃園市用戶接管普及率及污水處理率統計資料(近三年),桃園市政府水務局,data.gov.tw/node/25997,"1.時間(年月)
2.公共污水下水道普及率(公共污水納管範圍之用戶接入污水下水道比率)
3.專用污水下水道普及率(尚未屬於納管範圍內大樓集合式住宅接管比率)
4.建築物污水設施設置率(尚未屬於納管範圍內家戶設置污水處理設施比率)
5.污水處理率合計(前三項總計)",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=655b0e93-f5fa-489b-8676-5a6fa2442f51&rid=3fe608ea-252c-4b94-8390-5d8095b8b755,CSV,Big5
25998,桃園市103年採購案件,桃園市政府工務局,data.gov.tw/node/25998,"機關名稱,招標單位,標案案號,標案名稱,決標方式,是否複數決標,開標時間,採購金額,預算金額,是否訂有底價,是否受機關補助,履約地點,是否屬優先採購身心障礙褔利機構產品或勞務,標的分類,招標方式,採購金額級距,洽辦機關名稱,限制性招標之依據法條,投標家數,決標品項數,決標品項名稱,決標日期,底價金額,總決標金額,廠商名稱,是否為得標廠商",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=593dce4c-5ea5-4191-8909-bc6b8fd80691&rid=bed38fc4-9642-4839-8bbf-a7177ffc128a,CSV,UTF-8
25999,桃園市立案兒童及少年安置及教養機構,桃園市政府社會局,data.gov.tw/node/25999,中心名稱、地址、電話、網址、主要服務事項,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=ead94f9a-4a91-4f44-b29e-21aeeb3a985c&rid=12d6a4c0-615a-4c31-b45e-2fab30e5bb17,XLSX,UTF-8
26000,基金會查詢,桃園市政府文化局,data.gov.tw/node/26000,基金會名稱、地址、電話,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=86be69e7-558c-4e49-8837-29111729e7ab&rid=9bc63884-cfad-4051-9089-660ca091f21c,CSV,Big5
26001,文化資產,桃園市政府文化局,data.gov.tw/node/26001,"""類別(文化資產類別)名稱(文化資產名稱)簡介(文化資產介紹)地址(文化資產所在位置)參考網址(文化資產參考網址)""",http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=8e04a93e-bba9-4337-860b-5216d67f152c&rid=b4791892-2bf4-4967-84a3-764bc1f7df45,CSV,Big5
26002,桃園市觀光工廠,桃園市政府經濟發展局,data.gov.tw/node/26002,名稱，網址，緣起，理念，參訪訊息，交通建議,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=fef1fad4-2abd-4b71-b623-d4180dbd5695&rid=0dc9ef71-a61a-444f-a613-93a713f605ef,CSV,UTF-8
26003,桃園市家庭現代化設備普及率,桃園市政府主計處,data.gov.tw/node/26003,End of Year(年底別)、Color TV Sets(彩色電視機(%))、DVD Player(數位影音光碟機(%))、Movies Camera(攝影機(%))、Stereo(音響(%))、Piano(鋼琴(含電子琴)(%))、Digital Camera(數位相機(%))、Video Game(電視遊樂器(%))、Cable TV(MOD Included)(有線電視頻道設備(含多媒體隨選視訊)(%))、Personal Computer(家用電腦(%))、Telephone(電話機(%))、Cell Phone(行動電話(%))、Internet Facility(連網(使用電腦或其他設備)(%))、Sedan Vehicle(汽車(%))、Motorcycle(機車(%))、Electro-magnetic Oven(電磁爐(%))、Air Conditioner(冷暖氣機(%))、Dehumidifier(除濕機(%))、Washing Machine(洗衣機(%))、Drier(烘衣機(%))、Air-clean Machine(空氣清淨機(%))、Water Filter Machine(濾水器(%))、Vacuum Cleaner(吸塵器(%))、Geyser(熱水器(%))、Hot-warm Water Fountain(開飲機(%))、Microwave Oven(微波爐(%))、Newspaper(報紙(%))、Magazine(期刊雜誌(%)),http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=a3f3dcfb-5ee6-4f69-b9e9-cbee1e1cd699&rid=d1924483-78b5-463f-a1d6-dd7296d76920,CSV,Big5
26004,桃園市安家實物銀行分行據點,桃園市政府社會局,data.gov.tw/node/26004,區域別、據點名稱、地址、電話、開放物資領取時間,http://data.tycg.gov.tw/opendata/datalist/datasetMeta/download?id=1b46c6e6-c206-4688-a55f-1ea5861a84ba&rid=723d4c09-e1ce-4c20-85ea-c52fa36ecf75,CSV,UTF-8
